"Year","Quarter","Month","DayofMonth","DayOfWeek","FlightDate","UniqueCarrier","AirlineID","Carrier","TailNum","FlightNum","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","Origin","OriginCityName","OriginState","OriginStateFips","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","Dest","DestCityMarketID","DestCityName","DestState","DestStateFips","DestStateName","DestWac","CRSDepTime","DepTime","DepDelay","DepDelayMinutes","DepDel15","DepartureDelayGroups","DepTimeBlk","TaxiOut","WheelsOff","WheelsOn","TaxiIn","CRSArrTime","ArrTime","ArrDelay","ArrDelayMinutes","ArrDel15","ArrivalDelayGroups","ArrTimeBlk","Cancelled","CancellationCode","Diverted","CRSElapsedTime","ActualElapsedTime","AirTime","Flights","Distance","DistanceGroup","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","FirstDepTime","TotalAddGTime","LongestAddGTime","DivAirportLandings","DivReachedDest","DivActualElapsedTime","DivArrDelay","DivDistance","Div1Airport","Div1AirportID","Div1AirportSeqID","Div1WheelsOn","Div1TotalGTime","Div1LongestGTime","Div1WheelsOff","Div1TailNum","Div2Airport","Div2AirportID","Div2AirportSeqID","Div2WheelsOn","Div2TotalGTime","Div2LongestGTime","Div2WheelsOff","Div2TailNum","Div3Airport","Div3AirportID","Div3AirportSeqID","Div3WheelsOn","Div3TotalGTime","Div3LongestGTime","Div3WheelsOff","Div3TailNum","Div4Airport","Div4AirportID","Div4AirportSeqID","Div4WheelsOn","Div4TotalGTime","Div4LongestGTime","Div4WheelsOff","Div4TailNum","Div5Airport","Div5AirportID","Div5AirportSeqID","Div5WheelsOn","Div5TotalGTime","Div5LongestGTime","Div5WheelsOff","Div5TailNum",""
"2017","1","1","13","5","2017-01-13","AA","19805","AA","N199AA","494","11697","1169704","32467","FLL","Fort Lauderdale, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1305","1312","7","7","0","0","1300-1359","16","1328","1504","7","1508","1511","3","3","0","0","1500-1559","0","","0","123","119","96","1","632","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","14","6","2017-01-14","AA","19805","AA","N919AA","494","11697","1169704","32467","FLL","Fort Lauderdale, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1305","1314","9","9","0","0","1300-1359","11","1325","1455","7","1508","1502","-6","0","0","-1","1500-1559","0","","0","123","108","90","1","632","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","18","3","2017-01-18","AA","19805","AA","N190AA","494","11697","1169704","32467","FLL","Fort Lauderdale, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1305","1304","-1","0","0","-1","1300-1359","19","1323","1508","5","1508","1513","5","5","0","0","1500-1559","0","","0","123","129","105","1","632","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","19","4","2017-01-19","AA","19805","AA","N553AA","494","11697","1169704","32467","FLL","Fort Lauderdale, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1305","1259","-6","0","0","-1","1300-1359","15","1314","1446","12","1508","1458","-10","0","0","-1","1500-1559","0","","0","123","119","92","1","632","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","20","5","2017-01-20","AA","19805","AA","N191AA","494","11697","1169704","32467","FLL","Fort Lauderdale, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1305","1303","-2","0","0","-1","1300-1359","12","1315","1453","15","1508","1508","0","0","0","0","1500-1559","0","","0","123","125","98","1","632","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","21","6","2017-01-21","AA","19805","AA","N170AA","494","11697","1169704","32467","FLL","Fort Lauderdale, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1305","1314","9","9","0","0","1300-1359","18","1332","1504","4","1508","1508","0","0","0","0","1500-1559","0","","0","123","114","92","1","632","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","22","7","2017-01-22","AA","19805","AA","N179AA","494","11697","1169704","32467","FLL","Fort Lauderdale, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1305","1350","45","45","1","3","1300-1359","14","1404","1538","6","1508","1544","36","36","1","2","1500-1559","0","","0","123","114","94","1","632","3","8","0","0","0","28","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","25","3","2017-01-25","AA","19805","AA","N167AA","494","11697","1169704","32467","FLL","Fort Lauderdale, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1305","1301","-4","0","0","-1","1300-1359","11","1312","1449","8","1508","1457","-11","0","0","-1","1500-1559","0","","0","123","116","97","1","632","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","26","4","2017-01-26","AA","19805","AA","N551AA","494","11697","1169704","32467","FLL","Fort Lauderdale, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1305","1255","-10","0","0","-1","1300-1359","19","1314","1444","7","1508","1451","-17","0","0","-2","1500-1559","0","","0","123","116","90","1","632","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","27","5","2017-01-27","AA","19805","AA","N919AA","494","11697","1169704","32467","FLL","Fort Lauderdale, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1305","1301","-4","0","0","-1","1300-1359","17","1318","1450","6","1508","1456","-12","0","0","-1","1500-1559","0","","0","123","115","92","1","632","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","28","6","2017-01-28","AA","19805","AA","N510AA","494","11697","1169704","32467","FLL","Fort Lauderdale, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1305","1309","4","4","0","0","1300-1359","11","1320","1452","11","1508","1503","-5","0","0","-1","1500-1559","0","","0","123","114","92","1","632","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","29","7","2017-01-29","AA","19805","AA","N559AA","494","11697","1169704","32467","FLL","Fort Lauderdale, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1305","1303","-2","0","0","-1","1300-1359","19","1322","1451","12","1508","1503","-5","0","0","-1","1500-1559","0","","0","123","120","89","1","632","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","6","5","2017-01-06","AA","19805","AA","N554AA","494","14107","1410702","30466","PHX","Phoenix, AZ","AZ","4","Arizona","81","12889","1288903","LAS","32211","Las Vegas, NV","NV","32","Nevada","85","1959","1953","-6","0","0","-1","1900-1959","18","2011","1955","10","2009","2005","-4","0","0","-1","2000-2059","0","","0","70","72","44","1","255","2","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","1","7","2017-01-01","AA","19805","AA","N660AA","494","14635","1463502","31714","RSW","Fort Myers, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1314","1303","-11","0","0","-1","1300-1359","12","1315","1443","10","1505","1453","-12","0","0","-1","1500-1559","0","","0","111","110","88","1","600","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","2","1","2017-01-02","AA","19805","AA","N581AA","494","14635","1463502","31714","RSW","Fort Myers, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1315","1315","0","0","0","0","1300-1359","11","1326","1453","10","1506","1503","-3","0","0","-1","1500-1559","0","","0","111","108","87","1","600","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","3","2","2017-01-03","AA","19805","AA","N170AA","494","14635","1463502","31714","RSW","Fort Myers, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1315","1313","-2","0","0","-1","1300-1359","15","1328","1457","12","1506","1509","3","3","0","0","1500-1559","0","","0","111","116","89","1","600","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","4","3","2017-01-04","AA","19805","AA","N585AA","494","14635","1463502","31714","RSW","Fort Myers, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1315","1338","23","23","1","1","1300-1359","13","1351","1520","6","1506","1526","20","20","1","1","1500-1559","0","","0","111","108","89","1","600","3","20","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","5","4","2017-01-05","AA","19805","AA","N916AA","494","14635","1463502","31714","RSW","Fort Myers, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1315","1312","-3","0","0","-1","1300-1359","17","1329","1503","12","1506","1515","9","9","0","0","1500-1559","0","","0","111","123","94","1","600","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","6","5","2017-01-06","AA","19805","AA","N192AA","494","14635","1463502","31714","RSW","Fort Myers, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1315","1306","-9","0","0","-1","1300-1359","9","1315","1435","8","1506","1443","-23","0","0","-2","1500-1559","0","","0","111","97","80","1","600","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","8","7","2017-01-08","AA","19805","AA","N980AA","494","14635","1463502","31714","RSW","Fort Myers, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1315","1313","-2","0","0","-1","1300-1359","14","1327","1455","17","1506","1512","6","6","0","0","1500-1559","0","","0","111","119","88","1","600","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","15","7","2017-01-15","AA","19805","AA","N582AA","494","14635","1463502","31714","RSW","Fort Myers, FL","FL","12","Florida","33","11057","1105703","CLT","31057","Charlotte, NC","NC","37","North Carolina","36","1310","1304","-6","0","0","-1","1300-1359","8","1312","1436","6","1509","1442","-27","0","0","-2","1500-1559","0","","0","119","98","84","1","600","3","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","1","7","2017-01-01","AA","19805","AA","N601AA","495","10397","1039705","30397","ATL","Atlanta, GA","GA","13","Georgia","34","14107","1410702","PHX","30466","Phoenix, AZ","AZ","4","Arizona","81","1130","1124","-6","0","0","-1","1100-1159","28","1152","1336","5","1340","1341","1","1","0","0","1300-1359","0","","0","250","257","224","1","1587","7","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","2","1","2017-01-02","AA","19805","AA","N667AA","495","10397","1039705","30397","ATL","Atlanta, GA","GA","13","Georgia","34","14107","1410702","PHX","30466","Phoenix, AZ","AZ","4","Arizona","81","1130","1126","-4","0","0","-1","1100-1159","26","1152","1347","3","1340","1350","10","10","0","0","1300-1359","0","","0","250","264","235","1","1587","7","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","3","2","2017-01-03","AA","19805","AA","N660AA","495","10397","1039705","30397","ATL","Atlanta, GA","GA","13","Georgia","34","14107","1410702","PHX","30466","Phoenix, AZ","AZ","4","Arizona","81","1130","1124","-6","0","0","-1","1100-1159","23","1147","1340","7","1340","1347","7","7","0","0","1300-1359","0","","0","250","263","233","1","1587","7","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","4","3","2017-01-04","AA","19805","AA","N669AA","495","10397","1039705","30397","ATL","Atlanta, GA","GA","13","Georgia","34","14107","1410702","PHX","30466","Phoenix, AZ","AZ","4","Arizona","81","1130","1127","-3","0","0","-1","1100-1159","15","1142","1345","6","1340","1351","11","11","0","0","1300-1359","0","","0","250","264","243","1","1587","7","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","5","4","2017-01-05","AA","19805","AA","N668AA","495","10397","1039705","30397","ATL","Atlanta, GA","GA","13","Georgia","34","14107","1410702","PHX","30466","Phoenix, AZ","AZ","4","Arizona","81","1130","1123","-7","0","0","-1","1100-1159","17","1140","1340","9","1340","1349","9","9","0","0","1300-1359","0","","0","250","266","240","1","1587","7","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","6","5","2017-01-06","AA","19805","AA","N679AA","495","10397","1039705","30397","ATL","Atlanta, GA","GA","13","Georgia","34","14107","1410702","PHX","30466","Phoenix, AZ","AZ","4","Arizona","81","1130","1131","1","1","0","0","1100-1159","19","1150","1346","5","1340","1351","11","11","0","0","1300-1359","0","","0","250","260","236","1","1587","7","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","7","6","2017-01-07","AA","19805","AA","N654AA","495","10397","1039705","30397","ATL","Atlanta, GA","GA","13","Georgia","34","14107","1410702","PHX","30466","Phoenix, AZ","AZ","4","Arizona","81","1130","1251","81","81","1","5","1100-1159","94","1425","1608","5","1340","1613","153","153","1","10","1300-1359","0","","0","250","322","223","1","1587","7","81","0","72","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","8","7","2017-01-08","AA","19805","AA","N662AA","495","10397","1039705","30397","ATL","Atlanta, GA","GA","13","Georgia","34","14107","1410702","PHX","30466","Phoenix, AZ","AZ","4","Arizona","81","1130","1136","6","6","0","0","1100-1159","18","1154","1335","6","1340","1341","1","1","0","0","1300-1359","0","","0","250","245","221","1","1587","7","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","1","7","2017-01-01","AA","19805","AA","N601AA","495","11057","1105703","31057","CLT","Charlotte, NC","NC","37","North Carolina","36","10397","1039705","ATL","30397","Atlanta, GA","GA","13","Georgia","34","925","923","-2","0","0","-1","0900-0959","18","941","1031","8","1042","1039","-3","0","0","-1","1000-1059","0","","0","77","76","50","1","226","1","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","2","1","2017-01-02","AA","19805","AA","N667AA","495","11057","1105703","31057","CLT","Charlotte, NC","NC","37","North Carolina","36","10397","1039705","ATL","30397","Atlanta, GA","GA","13","Georgia","34","925","921","-4","0","0","-1","0900-0959","13","934","1021","11","1042","1032","-10","0","0","-1","1000-1059","0","","0","77","71","47","1","226","1","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","3","2","2017-01-03","AA","19805","AA","N660AA","495","11057","1105703","31057","CLT","Charlotte, NC","NC","37","North Carolina","36","10397","1039705","ATL","30397","Atlanta, GA","GA","13","Georgia","34","925","922","-3","0","0","-1","0900-0959","16","938","1022","8","1042","1030","-12","0","0","-1","1000-1059","0","","0","77","68","44","1","226","1","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","4","3","2017-01-04","AA","19805","AA","N669AA","495","11057","1105703","31057","CLT","Charlotte, NC","NC","37","North Carolina","36","10397","1039705","ATL","30397","Atlanta, GA","GA","13","Georgia","34","925","920","-5","0","0","-1","0900-0959","12","932","1015","7","1042","1022","-20","0","0","-2","1000-1059","0","","0","77","62","43","1","226","1","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","5","4","2017-01-05","AA","19805","AA","N668AA","495","11057","1105703","31057","CLT","Charlotte, NC","NC","37","North Carolina","36","10397","1039705","ATL","30397","Atlanta, GA","GA","13","Georgia","34","925","920","-5","0","0","-1","0900-0959","13","933","1017","6","1042","1023","-19","0","0","-2","1000-1059","0","","0","77","63","44","1","226","1","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","1","1","6","5","2017-01-06","AA","19805","AA","N679AA","495","11057","1105703","31057","CLT","Charlotte, NC","NC","37","North Carolina","36","10397","1039705","ATL","30397","Atlanta, GA","GA","13","Georgia","34","925","924","-1","0","0","-1","0900-0959","17","941","1025","11","1042","1036","-6","0","0","-1","1000-1059","0","","0","77","72","44","1","226","1","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
